,gas_fuel_flow,hpc_eta,ngp,npt
2018-08-17 21:50:32+00:00,4605.05,0.79,84.8,82.04
2018-08-17 21:51:02+00:00,4607.79,0.79,84.86,82.05
2018-08-17 21:51:32+00:00,4608.22,0.79,84.84,81.85
2018-08-17 21:52:02+00:00,4608.1,0.79,84.86,82.01
2018-08-17 21:52:32+00:00,4610.25,0.79,84.9,82.06
2018-08-17 21:53:02+00:00,4613.9,0.79,84.96,82.04
2018-08-17 21:53:32+00:00,4612.5,0.79,84.94,81.94
2018-08-17 21:54:02+00:00,4611.88,0.79,84.92,81.98
2018-08-17 21:54:32+00:00,4615.06,0.79,84.98,82.02
2018-08-17 21:55:02+00:00,4616.16,0.79,85.0,81.98
2018-08-17 21:55:32+00:00,4613.4,0.79,84.94,81.89
2018-08-17 21:56:02+00:00,4617.07,0.79,85.02,81.97
2018-08-17 21:56:32+00:00,4618.76,0.79,85.06,82.01
2018-08-17 21:57:02+00:00,4618.14,0.79,85.04,81.9
2018-08-17 21:57:32+00:00,4618.74,0.79,85.06,81.94
2018-08-17 21:58:02+00:00,4619.62,0.79,85.08,82.05
2018-08-17 21:58:32+00:00,4621.84,0.79,85.1,82.06
2018-08-17 21:59:02+00:00,4623.83,0.79,85.14,82.25
2018-08-17 21:59:32+00:00,4622.47,0.79,85.12,81.91
2018-08-17 22:00:02+00:00,4623.38,0.79,85.14,81.91
2018-08-17 22:00:32+00:00,4627.29,0.79,85.2,82.04
2018-08-17 22:01:02+00:00,4626.28,0.79,85.18,81.94
2018-08-17 22:01:32+00:00,4626.93,0.79,85.22,81.98
2018-08-17 22:02:02+00:00,4632.05,0.79,85.28,82.18
2018-08-17 22:02:32+00:00,4630.55,0.79,85.26,81.89
2018-08-17 22:03:02+00:00,4631.63,0.79,85.3,82.13
2018-08-17 22:03:32+00:00,4631.61,0.79,85.28,82.1
2018-08-17 22:04:02+00:00,4533.98,0.79,83.46,81.74
2018-08-17 22:04:32+00:00,4533.76,0.79,83.48,82.03
2018-08-17 22:05:02+00:00,4532.85,0.79,83.48,82.16
2018-08-17 22:05:32+00:00,4535.75,0.79,83.52,81.93
2018-08-17 22:06:02+00:00,4536.87,0.79,83.54,81.88
2018-08-17 22:06:32+00:00,4536.25,0.79,83.52,81.93
2018-08-17 22:07:02+00:00,4537.91,0.79,83.56,81.99
2018-08-17 22:07:32+00:00,4539.35,0.79,83.6,82.06
2018-08-17 22:08:02+00:00,4540.9,0.79,83.62,82.0
2018-08-17 22:08:32+00:00,4541.73,0.79,83.62,81.91
2018-08-17 22:09:02+00:00,4542.69,0.79,83.64,81.91
2018-08-17 22:09:32+00:00,4545.75,0.79,83.7,81.84
2018-08-17 22:10:02+00:00,4542.28,0.79,83.66,82.12
2018-08-17 22:10:32+00:00,4546.56,0.79,83.72,81.98
2018-08-17 22:11:02+00:00,4547.62,0.79,83.74,81.98
2018-08-17 22:11:32+00:00,4546.47,0.79,83.72,81.93
2018-08-17 22:12:02+00:00,4546.14,0.79,83.72,82.13
2018-08-17 22:12:32+00:00,4546.74,0.79,83.74,82.11
2018-08-17 22:13:02+00:00,4549.52,0.79,83.76,81.95
2018-08-17 22:13:32+00:00,4549.8,0.79,83.78,81.97
2018-08-17 22:14:02+00:00,4551.89,0.79,83.82,81.98
2018-08-17 22:14:32+00:00,4550.88,0.79,83.8,81.93
2018-08-17 22:15:02+00:00,4552.69,0.79,83.84,81.97
2018-08-17 22:15:32+00:00,4554.56,0.79,83.88,82.11
2018-08-17 22:16:02+00:00,4554.85,0.79,83.88,82.01
2018-08-17 22:16:32+00:00,4556.14,0.79,83.9,81.9
2018-08-17 22:17:02+00:00,4559.5,0.79,83.96,81.98
2018-08-17 22:17:32+00:00,4556.88,0.79,83.9,82.04
2018-08-17 22:18:02+00:00,4560.99,0.79,83.98,81.91
2018-08-17 22:18:32+00:00,4560.84,0.79,83.96,81.85
2018-08-17 22:19:02+00:00,4561.22,0.79,83.98,82.0
2018-08-17 22:19:32+00:00,4559.84,0.79,83.96,81.95
2018-08-17 22:20:02+00:00,4563.72,0.79,84.04,81.86
2018-08-17 22:20:32+00:00,4564.22,0.79,84.04,81.86
2018-08-17 22:21:02+00:00,4564.64,0.79,84.06,81.88
2018-08-17 22:21:32+00:00,4566.08,0.79,84.08,81.84
2018-08-17 22:22:02+00:00,4567.23,0.79,84.12,82.05
2018-08-17 22:22:32+00:00,4568.97,0.79,84.14,82.0
2018-08-17 22:23:02+00:00,4567.99,0.79,84.12,82.01
2018-08-17 22:23:32+00:00,4569.15,0.79,84.16,82.15
2018-08-17 22:24:02+00:00,4570.86,0.79,84.16,81.98
2018-08-17 22:24:32+00:00,4570.29,0.79,84.16,81.97
2018-08-17 22:25:02+00:00,4574.77,0.79,84.24,81.95
2018-08-17 22:25:32+00:00,4573.92,0.79,84.22,81.97
2018-08-17 22:26:02+00:00,4574.48,0.79,84.24,82.04
2018-08-17 22:26:32+00:00,4575.27,0.79,84.26,81.99
2018-08-17 22:27:02+00:00,4576.13,0.79,84.26,81.9
2018-08-17 22:27:32+00:00,4574.91,0.79,84.26,82.09
2018-08-17 22:28:02+00:00,4578.71,0.79,84.3,82.0
2018-08-17 22:28:32+00:00,4577.92,0.79,84.3,81.99
2018-08-17 22:29:02+00:00,4581.3,0.79,84.36,81.97
2018-08-17 22:29:32+00:00,4580.37,0.79,84.36,81.97
2018-08-17 22:30:02+00:00,4583.68,0.79,84.42,82.15
2018-08-17 22:30:32+00:00,4582.76,0.79,84.38,82.04
2018-08-17 22:31:02+00:00,4583.86,0.79,84.4,82.05
2018-08-17 22:31:32+00:00,4585.78,0.79,84.42,82.08
2018-08-17 22:32:02+00:00,4586.02,0.79,84.44,81.98
2018-08-17 22:32:32+00:00,4586.84,0.79,84.48,81.92
2018-08-17 22:33:02+00:00,4587.56,0.79,84.48,82.21
2018-08-17 22:33:32+00:00,4589.41,0.79,84.52,82.03
2018-08-17 22:34:02+00:00,4591.02,0.79,84.54,82.11
2018-08-17 22:34:32+00:00,4592.75,0.79,84.56,81.91
2018-08-17 22:35:02+00:00,4593.92,0.79,84.58,82.0
2018-08-17 22:35:32+00:00,4592.61,0.79,84.58,82.1
2018-08-17 22:36:02+00:00,4597.03,0.79,84.64,82.11
2018-08-17 22:36:32+00:00,4593.82,0.79,84.58,81.93
2018-08-17 22:37:02+00:00,4597.51,0.79,84.66,82.03
2018-08-17 22:37:32+00:00,4600.04,0.79,84.7,82.05
2018-08-17 22:38:02+00:00,4599.62,0.79,84.7,82.0
2018-08-17 22:38:32+00:00,4597.32,0.79,84.66,81.91
2018-08-17 22:39:02+00:00,4598.84,0.79,84.7,82.18
2018-08-17 22:39:32+00:00,4600.39,0.79,84.7,81.88
2018-08-17 22:40:02+00:00,4602.31,0.79,84.76,82.14
2018-08-17 22:40:32+00:00,4602.32,0.79,84.74,82.16
2018-08-17 22:41:02+00:00,4604.54,0.79,84.78,81.94
2018-08-17 22:41:32+00:00,4604.78,0.79,84.82,82.26
2018-08-17 22:42:02+00:00,4606.58,0.79,84.82,82.02
2018-08-17 22:42:32+00:00,4608.78,0.79,84.86,82.02
2018-08-17 22:43:02+00:00,4606.32,0.79,84.8,81.8
2018-08-17 22:43:32+00:00,4609.67,0.79,84.88,82.01
2018-08-17 22:44:02+00:00,4609.8,0.79,84.88,82.18
2018-08-17 22:44:32+00:00,4610.18,0.79,84.86,81.89
2018-08-17 22:45:02+00:00,4609.8,0.79,84.88,82.14
2018-08-17 22:45:32+00:00,4612.62,0.79,84.96,82.26
2018-08-17 22:46:02+00:00,4614.69,0.79,84.98,82.03
2018-08-17 22:46:32+00:00,4613.23,0.79,84.96,82.1
2018-08-17 22:47:02+00:00,4614.03,0.79,84.98,81.96
2018-08-17 22:47:32+00:00,4616.7,0.79,85.0,81.87
2018-08-17 22:48:02+00:00,4618.87,0.79,85.04,82.16
2018-08-17 22:48:32+00:00,4620.53,0.79,85.08,82.06
2018-08-17 22:49:02+00:00,4620.48,0.79,85.08,81.94
2018-08-17 22:49:32+00:00,4619.09,0.79,85.04,81.77
2018-08-17 22:50:02+00:00,4620.98,0.79,85.08,81.94
2018-08-17 22:50:32+00:00,4622.17,0.79,85.1,81.86
2018-08-17 22:51:02+00:00,4624.25,0.79,85.16,81.96
2018-08-17 22:51:32+00:00,4623.46,0.79,85.12,81.85
2018-08-17 22:52:02+00:00,4624.58,0.79,85.16,81.93
2018-08-17 22:52:32+00:00,4625.75,0.79,85.16,81.83
2018-08-17 22:53:02+00:00,4626.06,0.79,85.2,82.18
2018-08-17 22:53:32+00:00,4628.75,0.79,85.24,81.89
2018-08-17 22:54:02+00:00,4628.41,0.79,85.22,82.0
2018-08-17 22:54:32+00:00,4630.9,0.79,85.26,81.82
2018-08-17 22:55:02+00:00,4630.54,0.79,85.26,81.99
2018-08-17 22:55:32+00:00,4530.5,0.79,83.42,82.17
2018-08-17 22:56:02+00:00,4535.4,0.79,83.52,82.17
2018-08-17 22:56:32+00:00,4535.85,0.79,83.52,81.85
2018-08-17 22:57:02+00:00,4534.58,0.79,83.5,81.96
2018-08-17 22:57:32+00:00,4533.29,0.79,83.48,82.01
2018-08-17 22:58:02+00:00,4536.24,0.79,83.54,82.08
2018-08-17 22:58:32+00:00,4536.9,0.79,83.54,82.15
2018-08-17 22:59:02+00:00,4536.81,0.79,83.52,81.93
2018-08-17 22:59:32+00:00,4535.25,0.79,83.5,81.86
2018-08-17 23:00:02+00:00,4537.31,0.79,83.54,81.86
2018-08-17 23:00:32+00:00,4541.3,0.79,83.64,82.11
2018-08-17 23:01:02+00:00,4540.38,0.79,83.62,82.14
2018-08-17 23:01:32+00:00,4541.0,0.79,83.62,82.01
2018-08-17 23:02:02+00:00,4540.62,0.79,83.62,82.05
2018-08-17 23:02:32+00:00,4542.6,0.79,83.64,82.02
2018-08-17 23:03:02+00:00,4543.96,0.79,83.68,82.01
2018-08-17 23:03:32+00:00,4544.25,0.79,83.68,82.07
2018-08-17 23:04:02+00:00,4545.09,0.79,83.7,81.93
2018-08-17 23:04:32+00:00,4545.46,0.79,83.7,82.02
2018-08-17 23:05:02+00:00,4546.53,0.79,83.72,81.87
2018-08-17 23:05:32+00:00,4547.79,0.79,83.72,81.81
2018-08-17 23:06:02+00:00,4548.37,0.79,83.76,82.06
2018-08-17 23:06:32+00:00,4549.55,0.79,83.78,81.99
2018-08-17 23:07:02+00:00,4550.12,0.79,83.8,81.91
2018-08-17 23:07:32+00:00,4551.79,0.79,83.82,81.93
2018-08-17 23:08:02+00:00,4551.71,0.79,83.8,81.81
2018-08-17 23:08:32+00:00,4554.83,0.79,83.86,81.9
2018-08-17 23:09:02+00:00,4553.26,0.79,83.84,81.8
2018-08-17 23:09:32+00:00,4554.56,0.79,83.88,82.01
2018-08-17 23:10:02+00:00,4554.17,0.79,83.86,81.92
2018-08-17 23:10:32+00:00,4556.82,0.79,83.9,82.0
2018-08-17 23:11:02+00:00,4560.15,0.79,83.98,82.06
2018-08-17 23:11:32+00:00,4561.56,0.79,84.0,82.08
2018-08-17 23:12:02+00:00,4562.24,0.79,84.0,82.08
2018-08-17 23:12:32+00:00,4562.86,0.79,84.04,82.14
2018-08-17 23:13:02+00:00,4562.05,0.79,84.0,81.98
2018-08-17 23:13:32+00:00,4564.32,0.79,84.04,81.93
2018-08-17 23:14:02+00:00,4563.27,0.79,84.04,81.99
2018-08-17 23:14:32+00:00,4563.93,0.79,84.04,81.94
2018-08-17 23:15:02+00:00,4567.56,0.79,84.1,81.81
2018-08-17 23:15:32+00:00,4566.81,0.79,84.08,81.98
2018-08-17 23:16:02+00:00,4567.5,0.79,84.1,82.06
2018-08-17 23:16:32+00:00,4569.32,0.79,84.14,81.88
2018-08-17 23:17:02+00:00,4570.46,0.79,84.14,81.8
2018-08-17 23:17:32+00:00,4573.27,0.79,84.22,82.12
2018-08-17 23:18:02+00:00,4570.28,0.79,84.16,82.05
2018-08-17 23:18:32+00:00,4573.28,0.79,84.22,81.99
2018-08-17 23:19:02+00:00,4574.2,0.79,84.24,82.26
2018-08-17 23:19:32+00:00,4574.91,0.79,84.24,81.83
2018-08-17 23:20:02+00:00,4576.03,0.79,84.26,81.93
2018-08-17 23:20:32+00:00,4576.83,0.79,84.28,81.96
2018-08-17 23:21:02+00:00,4578.81,0.79,84.3,81.98
2018-08-17 23:21:32+00:00,4578.69,0.79,84.32,82.13
2018-08-17 23:22:02+00:00,4579.05,0.79,84.34,82.06
2018-08-17 23:22:32+00:00,4580.17,0.79,84.32,81.82
2018-08-17 23:23:02+00:00,4580.31,0.79,84.34,82.05
2018-08-17 23:23:32+00:00,4581.59,0.79,84.36,82.13
2018-08-17 23:24:02+00:00,4583.51,0.79,84.4,81.99
2018-08-17 23:24:32+00:00,4585.42,0.79,84.44,81.93
2018-08-17 23:25:02+00:00,4586.85,0.79,84.46,82.13
2018-08-17 23:25:32+00:00,4587.29,0.79,84.46,81.96
2018-08-17 23:26:02+00:00,4586.83,0.79,84.46,81.97
2018-08-17 23:26:32+00:00,4589.78,0.79,84.52,82.09
2018-08-17 23:27:02+00:00,4586.89,0.79,84.46,81.86
2018-08-17 23:27:32+00:00,4590.92,0.79,84.56,82.09
2018-08-17 23:28:02+00:00,4590.18,0.79,84.52,81.94
2018-08-17 23:28:32+00:00,4592.55,0.79,84.58,82.01
2018-08-17 23:29:02+00:00,4595.7,0.79,84.62,82.23
2018-08-17 23:29:32+00:00,4597.95,0.79,84.66,81.86
2018-08-17 23:30:02+00:00,4594.3,0.79,84.6,82.01
2018-08-17 23:30:32+00:00,4596.15,0.79,84.64,82.18
2018-08-17 23:31:02+00:00,4599.21,0.79,84.7,82.06
2018-08-17 23:31:32+00:00,4600.3,0.79,84.7,82.06
2018-08-17 23:32:02+00:00,4600.77,0.79,84.72,82.04
2018-08-17 23:32:32+00:00,4600.23,0.79,84.72,81.91
2018-08-17 23:33:02+00:00,4600.33,0.79,84.72,82.01
2018-08-17 23:33:32+00:00,4602.59,0.79,84.74,81.83
2018-08-17 23:34:02+00:00,4604.25,0.79,84.8,82.11
2018-08-17 23:34:32+00:00,4603.68,0.79,84.78,82.37
2018-08-17 23:35:02+00:00,4605.58,0.79,84.82,82.04
2018-08-17 23:35:32+00:00,4606.74,0.79,84.82,81.92
2018-08-17 23:36:02+00:00,4605.59,0.79,84.82,82.04
2018-08-17 23:36:32+00:00,4608.84,0.79,84.86,82.02
2018-08-17 23:37:02+00:00,4609.32,0.79,84.88,82.08
2018-08-17 23:37:32+00:00,4610.46,0.79,84.9,81.97
2018-08-17 23:38:02+00:00,4612.19,0.79,84.92,81.91
2018-08-17 23:38:32+00:00,4613.69,0.79,84.94,81.87
2018-08-17 23:39:02+00:00,4612.76,0.79,84.92,81.88
2018-08-17 23:39:32+00:00,4612.64,0.79,84.94,81.87
2018-08-17 23:40:02+00:00,4613.22,0.79,84.94,81.95
2018-08-17 23:40:32+00:00,4613.97,0.79,84.98,82.0
2018-08-17 23:41:02+00:00,4616.23,0.79,84.98,81.99
2018-08-17 23:41:32+00:00,4618.85,0.79,85.04,81.93
2018-08-17 23:42:02+00:00,4620.16,0.79,85.08,82.01
2018-08-17 23:42:32+00:00,4620.41,0.79,85.08,82.07
2018-08-17 23:43:02+00:00,4622.47,0.79,85.12,81.98
2018-08-17 23:43:32+00:00,4622.39,0.79,85.14,82.07
2018-08-17 23:44:02+00:00,4622.86,0.79,85.12,81.93
2018-08-17 23:44:32+00:00,4625.27,0.79,85.18,81.95
2018-08-17 23:45:02+00:00,4625.35,0.79,85.18,82.05
2018-08-17 23:45:32+00:00,4625.74,0.79,85.18,81.94
2018-08-17 23:46:02+00:00,4627.06,0.79,85.22,82.01
2018-08-17 23:46:32+00:00,4630.47,0.79,85.26,82.07
2018-08-17 23:47:02+00:00,4632.39,0.79,85.28,82.05
2018-08-17 23:47:32+00:00,4530.05,0.79,83.42,81.99
2018-08-17 23:48:02+00:00,4529.58,0.79,83.42,82.12
2018-08-17 23:48:32+00:00,4532.37,0.79,83.44,82.1
2018-08-17 23:49:02+00:00,4530.47,0.79,83.42,81.97
2018-08-17 23:49:32+00:00,4530.93,0.79,83.44,82.05
2018-08-17 23:50:02+00:00,4534.82,0.79,83.5,82.04
2018-08-17 23:50:32+00:00,4535.25,0.79,83.52,82.08
2018-08-17 23:51:02+00:00,4535.91,0.79,83.52,81.97
2018-08-17 23:51:32+00:00,4537.22,0.79,83.56,82.1
2018-08-17 23:52:02+00:00,4538.68,0.79,83.58,82.01
2018-08-17 23:52:32+00:00,4541.1,0.79,83.62,82.03
2018-08-17 23:53:02+00:00,4540.14,0.79,83.58,81.87
2018-08-17 23:53:32+00:00,4541.37,0.79,83.62,82.08
2018-08-17 23:54:02+00:00,4542.35,0.79,83.64,81.88
2018-08-17 23:54:32+00:00,4543.78,0.79,83.66,81.92
2018-08-17 23:55:02+00:00,4545.74,0.79,83.7,81.97
2018-08-17 23:55:32+00:00,4547.21,0.79,83.72,81.99
2018-08-17 23:56:02+00:00,4544.91,0.79,83.7,82.1
2018-08-17 23:56:32+00:00,4547.03,0.79,83.72,81.91
2018-08-17 23:57:02+00:00,4546.37,0.79,83.74,82.17
2018-08-17 23:57:32+00:00,4548.97,0.79,83.76,82.01
2018-08-17 23:58:02+00:00,4549.58,0.79,83.76,81.92
2018-08-17 23:58:32+00:00,4550.58,0.79,83.78,81.92
2018-08-17 23:59:02+00:00,4550.19,0.79,83.78,82.09
2018-08-17 23:59:32+00:00,4552.08,0.79,83.8,81.9
2018-08-18 00:00:02+00:00,4555.31,0.79,83.9,82.13
2018-08-18 00:00:32+00:00,4554.64,0.79,83.88,82.03
2018-08-18 00:01:02+00:00,4555.13,0.79,83.88,81.93
2018-08-18 00:01:32+00:00,4555.77,0.79,83.9,82.12
2018-08-18 00:02:02+00:00,4557.57,0.79,83.92,82.05
2018-08-18 00:02:32+00:00,4558.1,0.79,83.94,82.06
2018-08-18 00:03:02+00:00,4560.41,0.79,83.98,82.03
2018-08-18 00:03:32+00:00,4561.33,0.79,84.0,82.09
2018-08-18 00:04:02+00:00,4558.22,0.79,83.94,82.09
2018-08-18 00:04:32+00:00,4562.44,0.79,84.0,81.99
2018-08-18 00:05:02+00:00,4562.49,0.79,84.0,81.99
2018-08-18 00:05:32+00:00,4563.31,0.79,84.02,81.98
2018-08-18 00:06:02+00:00,4564.52,0.79,84.04,81.84
2018-08-18 00:06:32+00:00,4565.65,0.79,84.06,81.87
2018-08-18 00:07:02+00:00,4568.56,0.79,84.12,81.93
2018-08-18 00:07:32+00:00,4568.38,0.79,84.1,82.02
2018-08-18 00:08:02+00:00,4570.43,0.79,84.14,81.82
2018-08-18 00:08:32+00:00,4569.8,0.79,84.16,82.0
2018-08-18 00:09:02+00:00,4570.8,0.79,84.16,81.94
2018-08-18 00:09:32+00:00,4574.78,0.79,84.24,81.9
2018-08-18 00:10:02+00:00,4573.8,0.79,84.22,82.06
2018-08-18 00:10:32+00:00,4574.69,0.79,84.24,82.09
2018-08-18 00:11:02+00:00,4575.51,0.79,84.28,82.16
2018-08-18 00:11:32+00:00,4577.15,0.79,84.3,82.13
2018-08-18 00:12:02+00:00,4577.33,0.79,84.28,81.95
2018-08-18 00:12:32+00:00,4576.15,0.79,84.28,82.08
2018-08-18 00:13:02+00:00,4579.89,0.79,84.3,81.83
2018-08-18 00:13:32+00:00,4578.9,0.79,84.3,81.92
2018-08-18 00:14:02+00:00,4581.18,0.79,84.36,81.97
2018-08-18 00:14:32+00:00,4580.95,0.79,84.36,82.13
2018-08-18 00:15:02+00:00,4584.45,0.79,84.42,82.01
2018-08-18 00:15:32+00:00,4584.28,0.79,84.44,82.1
2018-08-18 00:16:02+00:00,4583.69,0.79,84.4,82.03
2018-08-18 00:16:32+00:00,4585.35,0.79,84.44,81.9
2018-08-18 00:17:02+00:00,4585.95,0.79,84.46,82.05
2018-08-18 00:17:32+00:00,4586.01,0.79,84.44,82.09
2018-08-18 00:18:02+00:00,4588.46,0.79,84.48,81.92
2018-08-18 00:18:32+00:00,4590.08,0.79,84.52,82.01
2018-08-18 00:19:02+00:00,4593.28,0.79,84.56,81.99
2018-08-18 00:19:32+00:00,4591.06,0.79,84.54,81.97
2018-08-18 00:20:02+00:00,4592.11,0.79,84.56,81.95
2018-08-18 00:20:32+00:00,4592.48,0.79,84.54,81.84
2018-08-18 00:21:02+00:00,4592.98,0.79,84.58,82.0
2018-08-18 00:21:32+00:00,4595.26,0.79,84.62,82.26
2018-08-18 00:22:02+00:00,4597.2,0.79,84.64,81.95
2018-08-18 00:22:32+00:00,4594.46,0.79,84.6,82.03
2018-08-18 00:23:02+00:00,4595.28,0.79,84.64,81.92
2018-08-18 00:23:32+00:00,4599.78,0.79,84.7,82.08
2018-08-18 00:24:02+00:00,4600.35,0.79,84.72,82.02
2018-08-18 00:24:32+00:00,4600.58,0.79,84.72,82.06
2018-08-18 00:25:02+00:00,4601.49,0.79,84.74,82.01
2018-08-18 00:25:32+00:00,4603.27,0.79,84.76,81.96
2018-08-18 00:26:02+00:00,4606.26,0.79,84.82,81.95
2018-08-18 00:26:32+00:00,4607.36,0.79,84.86,81.96
2018-08-18 00:27:02+00:00,4607.2,0.79,84.84,81.98
2018-08-18 00:27:32+00:00,4606.58,0.79,84.82,81.92
2018-08-18 00:28:02+00:00,4606.73,0.79,84.84,81.94
2018-08-18 00:28:32+00:00,4609.3,0.79,84.88,82.09
2018-08-18 00:29:02+00:00,4609.4,0.79,84.88,82.04
2018-08-18 00:29:32+00:00,4608.8,0.79,84.86,82.01
2018-08-18 00:30:02+00:00,4611.17,0.79,84.92,82.07
2018-08-18 00:30:32+00:00,4612.7,0.79,84.94,82.05
2018-08-18 00:31:02+00:00,4613.2,0.79,84.96,82.17
2018-08-18 00:31:32+00:00,4611.65,0.79,84.92,82.0
2018-08-18 00:32:02+00:00,4614.75,0.79,84.96,81.86
2018-08-18 00:32:32+00:00,4616.26,0.79,85.0,81.92
2018-08-18 00:33:02+00:00,4618.8,0.79,85.06,82.15
2018-08-18 00:33:32+00:00,4615.82,0.79,84.98,81.82
2018-08-18 00:34:02+00:00,4620.26,0.79,85.06,81.82
2018-08-18 00:34:32+00:00,4620.38,0.79,85.06,81.8
2018-08-18 00:35:02+00:00,4621.46,0.79,85.1,81.94
2018-08-18 00:35:32+00:00,4620.13,0.79,85.06,81.98
2018-08-18 00:36:02+00:00,4624.03,0.79,85.14,82.03
2018-08-18 00:36:32+00:00,4624.52,0.79,85.14,81.94
2018-08-18 00:37:02+00:00,4626.62,0.79,85.2,82.03
2018-08-18 00:37:32+00:00,4626.79,0.79,85.2,82.01
2018-08-18 00:38:02+00:00,4627.29,0.79,85.2,81.91
2018-08-18 00:38:32+00:00,4627.05,0.79,85.22,82.05
2018-08-18 00:39:02+00:00,4627.82,0.79,85.2,81.84
2018-08-18 00:39:32+00:00,4529.9,0.79,83.4,82.03
2018-08-18 00:40:02+00:00,4530.6,0.79,83.44,82.02
2018-08-18 00:40:32+00:00,4529.78,0.79,83.42,82.07
2018-08-18 00:41:02+00:00,4534.32,0.79,83.5,82.02
2018-08-18 00:41:32+00:00,4532.07,0.79,83.46,82.02
2018-08-18 00:42:02+00:00,4533.59,0.79,83.48,82.06
2018-08-18 00:42:32+00:00,4536.11,0.79,83.52,81.82
2018-08-18 00:43:02+00:00,4537.69,0.79,83.56,82.0
2018-08-18 00:43:32+00:00,4537.22,0.79,83.54,81.97
2018-08-18 00:44:02+00:00,4536.37,0.79,83.54,81.91
2018-08-18 00:44:32+00:00,4538.87,0.79,83.58,82.07
2018-08-18 00:45:02+00:00,4538.45,0.79,83.56,81.94
2018-08-18 00:45:32+00:00,4538.86,0.79,83.6,81.92
2018-08-18 00:46:02+00:00,4542.6,0.79,83.64,82.03
2018-08-18 00:46:32+00:00,4544.56,0.79,83.68,82.17
2018-08-18 00:47:02+00:00,4545.4,0.79,83.7,82.08
2018-08-18 00:47:32+00:00,4545.1,0.79,83.68,81.99
2018-08-18 00:48:02+00:00,4545.35,0.79,83.7,81.86
2018-08-18 00:48:32+00:00,4547.19,0.79,83.74,82.04
2018-08-18 00:49:02+00:00,4547.95,0.79,83.74,81.84
2018-08-18 00:49:32+00:00,4548.78,0.79,83.76,82.03
2018-08-18 00:50:02+00:00,4548.79,0.79,83.76,81.96
2018-08-18 00:50:32+00:00,4549.49,0.79,83.78,82.02
2018-08-18 00:51:02+00:00,4552.73,0.79,83.84,82.04
2018-08-18 00:51:32+00:00,4552.12,0.79,83.82,82.07
2018-08-18 00:52:02+00:00,4552.9,0.79,83.82,81.81
2018-08-18 00:52:32+00:00,4555.28,0.79,83.88,81.87
2018-08-18 00:53:02+00:00,4554.64,0.79,83.88,81.88
2018-08-18 00:53:32+00:00,4556.73,0.79,83.9,81.92
2018-08-18 00:54:02+00:00,4558.47,0.79,83.94,81.96
2018-08-18 00:54:32+00:00,4556.74,0.79,83.9,81.89
2018-08-18 00:55:02+00:00,4562.64,0.79,84.02,81.98
2018-08-18 00:55:32+00:00,4560.59,0.79,83.98,82.03
2018-08-18 00:56:02+00:00,4563.83,0.79,84.02,81.9
2018-08-18 00:56:32+00:00,4563.2,0.79,84.02,82.08
2018-08-18 00:57:02+00:00,4566.22,0.79,84.08,82.0
2018-08-18 00:57:32+00:00,4564.88,0.79,84.06,81.98
2018-08-18 00:58:02+00:00,4565.35,0.79,84.06,81.91
2018-08-18 00:58:32+00:00,4565.52,0.79,84.06,82.09
2018-08-18 00:59:02+00:00,4569.53,0.79,84.14,82.03
2018-08-18 00:59:32+00:00,4569.41,0.79,84.12,81.85
2018-08-18 01:00:02+00:00,4570.56,0.79,84.16,81.69
2018-08-18 01:00:32+00:00,4573.76,0.79,84.2,81.84
2018-08-18 01:01:02+00:00,4570.0,0.79,84.16,82.14
2018-08-18 01:01:32+00:00,4573.26,0.79,84.22,81.99
2018-08-18 01:02:02+00:00,4572.32,0.79,84.2,82.02
2018-08-18 01:02:32+00:00,4573.61,0.79,84.22,81.9
2018-08-18 01:03:02+00:00,4575.46,0.79,84.24,81.9
2018-08-18 01:03:32+00:00,4575.64,0.79,84.24,82.12
2018-08-18 01:04:02+00:00,4577.01,0.79,84.28,81.97
2018-08-18 01:04:32+00:00,4577.04,0.79,84.3,81.95
2018-08-18 01:05:02+00:00,4581.4,0.79,84.36,81.85
2018-08-18 01:05:32+00:00,4580.48,0.79,84.36,82.12
2018-08-18 01:06:02+00:00,4580.9,0.79,84.34,81.96
2018-08-18 01:06:32+00:00,4579.01,0.79,84.32,82.02
2018-08-18 01:07:02+00:00,4582.96,0.79,84.38,82.03
2018-08-18 01:07:32+00:00,4584.33,0.79,84.42,82.09
2018-08-18 01:08:02+00:00,4585.56,0.79,84.44,81.97
2018-08-18 01:08:32+00:00,4584.9,0.79,84.42,81.98
2018-08-18 01:09:02+00:00,4585.66,0.79,84.42,81.86
2018-08-18 01:09:32+00:00,4585.49,0.79,84.46,82.3
2018-08-18 01:10:02+00:00,4587.67,0.79,84.48,82.0
2018-08-18 01:10:32+00:00,4587.89,0.79,84.48,82.13
2018-08-18 01:11:02+00:00,4589.14,0.79,84.5,81.89
2018-08-18 01:11:32+00:00,4592.78,0.79,84.56,81.92
2018-08-18 01:12:02+00:00,4593.29,0.79,84.58,81.81
2018-08-18 01:12:32+00:00,4594.24,0.79,84.6,82.01
2018-08-18 01:13:02+00:00,4593.38,0.79,84.6,82.13
2018-08-18 01:13:32+00:00,4594.23,0.79,84.6,82.01
2018-08-18 01:14:02+00:00,4597.09,0.79,84.64,81.94
2018-08-18 01:14:32+00:00,4596.18,0.79,84.62,81.84
2018-08-18 01:15:02+00:00,4598.45,0.79,84.68,82.01
2018-08-18 01:15:32+00:00,4596.76,0.79,84.66,82.19
